App Name,Notes,Category,Deployment Model (Verified),Vendor Website,Installation Guide Link,Canonical Vendor,Canonical Product Name,Canonical Key,Canonical Group ID,Possible Duplicate,Enrichment Status,Third Party?,Co-Traveler?
Censitrac,"Censis Technologies | 9 Unknown | Relocate | Cloud Support | Phase I | Censitrac is a healthcare software solution provided by Censis Technologies. It is designed to streamline and automate the management of medical equipment and supplies in healthcare facilities. Censitrac helps healthcare organizations improve operational efficiency, reduce costs, and enhance patient safety by providing real-time visibility and control over their inventory and asset management processes.",Unclassified,Cloud / SaaS (or Hybrid),,,,Censitrac,Censitrac,120,Yes,,,
Centricity EMR,"GE HealthCare | 6 | 9 Unknown | Clinical Device Integration GVL | Kaleb Ross | Ricky Smith | Retire | Centricity EMR, developed by GE Healthcare, is an electronic medical record (EMR) software solution designed for healthcare organizations. It provides a comprehensive platform for capturing, managing, and accessing patient medical records electronically. Centricity EMR offers a range of features and functionalities to support clinical documentation, order management, decision support, patient communication, and interoperability. | Possibly retained for legacy or older systems? Many of the servers are shut down, and older OS. Only exists in Columbia. Centricity EMR merged into Athena Healthcare.",Unclassified,On-Premises,,,,Centricity EMR,Centricity EMR,122,Yes,,,
Centricity EMR,"GE HealthCare | 9 Unknown | Retire | Centricity EMR, developed by GE Healthcare, is an electronic medical record (EMR) software solution designed for healthcare organizations. It provides a comprehensive platform for capturing, managing, and accessing patient medical records electronically. Centricity EMR offers a range of features and functionalities to support clinical documentation, order management, decision support, patient communication, and interoperability.",Unclassified,Unknown / Needs vendor check,,,,Centricity EMR,Centricity EMR,122,Yes,,,
Centricity Perinatal Software,"GE HealthCare | 9 Unknown | Retain | Centricity Perinatal is a software solution developed by GE Healthcare specifically designed for obstetric and perinatal care. It is an integrated electronic medical record (EMR) system that helps healthcare providers streamline their workflows, enhance patient safety, and improve outcomes in the perinatal and labor and delivery units.",Unclassified,Unknown / Needs vendor check,,,,Centricity Perinatal Software,Centricity Perinatal Software,123,Yes,,,
Centrify DirectManage,"Centrify Corporation | 1 | 9 Unknown | Relocate | Cloud Support | Phase 0 Infra | Centrify DirectManage enables users to programmatically manage, administer, and provision identity and rights in Active Directory. Centrify DirectManage allows Active Directory to be the central identity repository, rights-management provider, and directory for systems running UNIX (Uniplexed Information Computing System), Linux, Macintosh, and Windows.",Unclassified,Cloud / SaaS (or Hybrid),,,,Centrify DirectManage,Centrify DirectManage,124,Yes,,,
Centrify DirectManage,"Centrify Corporation | 9 Unknown | Relocate | Cloud Support | Phase 0 Infra | Centrify DirectManage enables users to programmatically manage, administer, and provision identity and rights in Active Directory. Centrify DirectManage allows Active Directory to be the central identity repository, rights-management provider, and directory for systems running UNIX (Uniplexed Information Computing System), Linux, Macintosh, and Windows.",Unclassified,Cloud / SaaS (or Hybrid),,,,Centrify DirectManage,Centrify DirectManage,124,Yes,,,
Cetani Active,CenTrack | 2 Critical | Relocate | Cloud Support | Phase I,Unclassified,Cloud / SaaS (or Hybrid),,,,Cetani Active,Cetani Active,126,Yes,,,
Cetani Hand Hygiene Adherence,CenTrack | 2 Critical | Relocate | Cloud Support | Phase I,Unclassified,Cloud / SaaS (or Hybrid),,,,Cetani Hand Hygiene Adherence,Cetani Hand Hygiene Adherence,127,Yes,,,
Cetani Temp Monitoring,"CenTrack | 2 Critical | Retain | Cetani's temperature monitoring system is designed to aid in ensuring the safety and efficacy of temperature-sensitive items, such as vaccines, medications, and biological specimens, in healthcare settings.",Unclassified,Unknown / Needs vendor check,,,,Cetani Temp Monitoring,Cetani Temp Monitoring,128,Yes,,,
Charge Master Toolkit (CMT),"Craneware | 0 | 4 Best Effort | Aux Rev Cycle Systems | Karen Buchanan | Nicki Charlton | Relocate | Cloud Support | Phase I | The Charge Master Toolkit (CMT) is a software solution or tool designed to help healthcare organizations manage and maintain their charge master, which is a comprehensive listing of all billable services, procedures, and supplies provided by the organization. The charge master serves as a pricing reference for healthcare services and plays a crucial role in revenue generation and financial management. | Software used to develop the Prisma Health CDM",Unclassified,Cloud / SaaS (or Hybrid),,,,Charge Master Toolkit (CMT),Charge Master Toolkit (CMT),129,Yes,,,
Charge Master Toolkit (CMT),"Craneware | 4 Best Effort | Relocate | Cloud Support | Phase I | The Charge Master Toolkit (CMT) is a software solution or tool designed to help healthcare organizations manage and maintain their charge master, which is a comprehensive listing of all billable services, procedures, and supplies provided by the organization. The charge master serves as a pricing reference for healthcare services and plays a crucial role in revenue generation and financial management.",Unclassified,Cloud / SaaS (or Hybrid),,,,Charge Master Toolkit (CMT),Charge Master Toolkit (CMT),129,Yes,,,
Chartlinks,"1 | 9 Unknown | Retire | No | ChartLinks is a healthcare software company that specializes in providing electronic medical record (EMR) and practice management solutions for physical therapy, occupational therapy, and speech therapy practices. Their software solutions help streamline clinical documentation, scheduling, billing, and reporting processes, enabling healthcare providers to enhance patient care and practice efficiency. ChartLinks is known for its user-friendly interface and comprehensive features tailored to the specific needs of therapy practices. | Server is powered down already",Unclassified,On-Premises,,,,Chartlinks,Chartlinks,130,Yes,,,
Chartlinks,"9 Unknown | Retire | ChartLinks is a healthcare software company that specializes in providing electronic medical record (EMR) and practice management solutions for physical therapy, occupational therapy, and speech therapy practices. Their software solutions help streamline clinical documentation, scheduling, billing, and reporting processes, enabling healthcare providers to enhance patient care and practice efficiency. ChartLinks is known for its user-friendly interface and comprehensive features tailored to the specific needs of therapy practices.",Unclassified,Unknown / Needs vendor check,,,,Chartlinks,Chartlinks,130,Yes,,,
Cisco AnyConnect,Cisco | 0 | 9 Unknown | Mobility | Erb Greene | Laurence Gilyard | Redeploy | Cisco AnyConnect is the Cisco VPN Client,Unclassified,Unknown / Needs vendor check,,,,Cisco AnyConnect,Cisco AnyConnect,131,Yes,,,
Cisco AnyConnect,Cisco | 9 Unknown | Redeploy | Cisco AnyConnect is the Cisco VPN Client,Unclassified,Unknown / Needs vendor check,,,,Cisco AnyConnect,Cisco AnyConnect,131,Yes,,,
Cisco Finesse,Cisco | 2 | 1 Mission Critical | Upstate | Telecom | Jon Fisher | Retain | On-Prem | Cisco - Unified Integrated Calling Solution.,Unclassified,On-Premises,,,,Cisco Finesse,Cisco Finesse,132,Yes,,,
Cisco Finesse,Cisco | 1 Mission Critical | Retain | On-Prem | Cisco - Unified Integrated Calling Solution.,Unclassified,On-Premises,,,,Cisco Finesse,Cisco Finesse,132,Yes,,,
Cisco Jabber,Cisco | 0 | 1 Mission Critical | Upstate | Telecom | Jon Fisher | Retain | On-Prem,Unclassified,On-Premises,,,,Cisco Jabber,Cisco Jabber,133,Yes,,,
Cisco Jabber,Cisco | 1 Mission Critical | Retain | On-Prem,Unclassified,On-Premises,,,,Cisco Jabber,Cisco Jabber,133,Yes,,,
Cisco PCCE,Cisco | 0 | 1 Mission Critical | Telecom | Jon Fisher | Retain | On-Prem | Cisco Packaged Contact Center Enterprise,Unclassified,On-Premises,,,,Cisco PCCE,Cisco PCCE,134,Yes,,,
Cisco PCCE,Cisco | 1 Mission Critical | Retain | On-Prem | Cisco Packaged Contact Center Enterprise,Unclassified,On-Premises,,,,Cisco PCCE,Cisco PCCE,134,Yes,,,
Cisco Prime,Cisco | 2 Critical | Retain | Wireless Management,Unclassified,Unknown / Needs vendor check,,,,Cisco Prime,Cisco Prime,135,Yes,,,
Cisco UCCX,Cisco | 0 | 1 Mission Critical | Midlands | Telecom | Jon Fisher | Retain | On-Prem | Automated Call Distributor,Unclassified,On-Premises,,,,Cisco UCCX,Cisco UCCX,136,Yes,,,
Cisco UCCX,Cisco | 1 Mission Critical | Retain | On-Prem | Automated Call Distributor,Unclassified,On-Premises,,,,Cisco UCCX,Cisco UCCX,136,Yes,,,
Cisco Unified Communications Manager (UCM),Cisco | 1 | 1 Mission Critical | Midlands | Telecom | Jon Fisher | Retain | On-Prem | IP Based Call Management system,Unclassified,On-Premises,,,,Cisco Unified Communications Manager (UCM),Cisco Unified Communications Manager (UCM),137,Yes,,,
Cisco Unified Communications Manager (UCM),Cisco | 1 Mission Critical | Retain | On-Prem | IP Based Call Management system,Unclassified,On-Premises,,,,Cisco Unified Communications Manager (UCM),Cisco Unified Communications Manager (UCM),137,Yes,,,
Cisco Unity,Cisco | 0 | 2 Critical | Telecom | Jon Fisher | Retain | On-Prem | Voice Mail system used with Cisco IP phones,Unclassified,On-Premises,,,,Cisco Unity,Cisco Unity,138,Yes,,,
Cisco Unity,Cisco | 2 Critical | Retain | On-Prem | Voice Mail system used with Cisco IP phones,Unclassified,On-Premises,,,,Cisco Unity,Cisco Unity,138,Yes,,,
Citrix/XenApp,"Citrix | 825 | 1 Mission Critical | Prisma | Systems Admin | Greg Johnson | Redeploy | Cloud Support | No | Citrix XenApp, now known as Citrix Virtual Apps, is a virtual application delivery solution provided by Citrix Systems. It enables organizations to centrally host and manage applications and deliver them to end-users on-demand over various devices and platforms. | Citrix (and/or AVD) can be Redeployed in Azure, and will likely be required for Phase II",Unclassified,Cloud / SaaS (or Hybrid),,,,Citrix/XenApp,Citrix/XenApp,139,Yes,,,
Citrix/XenApp,"Citrix | 1 Mission Critical | Redeploy | Cloud Support | Citrix XenApp, now known as Citrix Virtual Apps, is a virtual application delivery solution provided by Citrix Systems. It enables organizations to centrally host and manage applications and deliver them to end-users on-demand over various devices and platforms.",Unclassified,Cloud / SaaS (or Hybrid),,,,Citrix/XenApp,Citrix/XenApp,139,Yes,,,
Clean Trace,"3M | 0 | 4 Best Effort | Midlands | Enterprise Systems | Deitra Troy | Matthew Vazquez | TBD | Luminometer measures the infection control cleanliness of surfaces. Application in stalled on PC's, no server | May be tied in to the list of 3M servers?",Unclassified,On-Premises,,,,Clean Trace,Clean Trace,140,Yes,,,
Clean Trace,"3M | 4 Best Effort | TBD | Luminometer measures the infection control cleanliness of surfaces. Application in stalled on PC's, no server",Unclassified,On-Premises,,,,Clean Trace,Clean Trace,140,Yes,,,
Clear Check,Radformation | 3 Important | TBD | TBD. No servers,Unclassified,On-Premises,,,,Clear Check,Clear Check,141,Yes,,,Yes
Codesoft,Teklynx | 0 | 3 Important | Pharmacy Systems | Kyle Porter | Retain | Label design software for creating labels - used with the Pentapack software Runs on a Desktop. | Desktop software only,Unclassified,Unknown / Needs vendor check,,,,Codesoft,Codesoft,144,Yes,,,
Codesoft,Teklynx | 3 Important | Retain | Label design software for creating labels - used with the Pentapack software Runs on a Desktop.,Unclassified,Unknown / Needs vendor check,,,,Codesoft,Codesoft,144,Yes,,,
Codonics,Codonics | 1 | 9 Unknown | Relocate | Phase II | Safe Label System software,Unclassified,Unknown / Needs vendor check,,,,Codonics,Codonics,145,Yes,,,
Codonics,Codonics | 9 Unknown | Relocate | Phase II | Safe Label System software,Unclassified,Unknown / Needs vendor check,,,,Codonics,Codonics,145,Yes,,,
Collibra,Collibra | 2 | 9 Unknown | Relocate | Cloud Support | Phase II | data governance and data management,Unclassified,Cloud / SaaS (or Hybrid),,,,Collibra,Collibra,146,Yes,,,
Collibra,Collibra | 9 Unknown | Relocate | Cloud Support | Phase II | data governance and data management,Unclassified,Cloud / SaaS (or Hybrid),,,,Collibra,Collibra,146,Yes,,,
CommView,AtComm | 1 | 4 Best Effort | Upstate | Telecom | Jon Fisher | Retain | On-Prem | Call accounting application,Unclassified,On-Premises,,,,CommView,CommView,147,Yes,,,
